treat,re75,re78,age,education,black,hispanic,married,nodegree,data_id
0,1177.11804199219,9722.3486328125,25,7,0,1,0,1,NSW
0,0,3701.81201171875,25,10,1,0,1,1,NSW
0,2080.208984375,16969.94921875,29,12,1,0,0,0,NSW
0,0,6930.3359375,42,10,1,0,0,1,NSW
0,0,3795.79907226563,39,12,1,0,1,0,NSW
0,20035.259765625,9074.763671875,27,11,1,0,1,1,NSW
0,0,5193.2470703125,34,13,1,0,1,0,NSW
0,3266.40600585938,479.267700195313,25,11,1,0,1,1,NSW
0,10068.400390625,0,28,10,1,0,0,1,NSW
0,0,2193.52807617188,24,7,1,0,0,1,NSW
0,0,11120.5302734375,32,11,1,0,0,1,NSW
0,0,7609.51806640625,27,13,1,0,0,0,NSW
0,4932.21484375,6086.9658203125,20,12,1,0,0,0,NSW
0,2265.5791015625,2725.32202148438,29,13,1,0,0,0,NSW
0,0,2169.02709960938,26,10,1,0,0,1,NSW
0,0,0,44,11,1,0,0,1,NSW
0,4118.68115234375,597.419982910156,24,9,1,0,0,1,NSW
0,6346.19287109375,6793.0771484375,28,10,0,0,1,1,NSW
0,1327.99304199219,9495.90234375,24,11,1,0,0,1,NSW
0,0,1264.23205566406,25,11,1,0,0,1,NSW
0,515.827392578125,14281.3095703125,25,8,1,0,1,1,NSW
0,5716.4072265625,10274.83984375,23,11,1,0,0,1,NSW
0,1650.46105957031,278.875091552734,20,11,1,0,0,1,NSW
0,8100.533203125,11235.1103515625,24,12,1,0,0,0,NSW
0,8159.5068359375,6336.783203125,20,11,0,0,1,1,NSW
0,0,0,25,12,1,0,0,0,NSW
0,863.4794921875,0,28,11,1,0,0,1,NSW
0,0,0,28,12,1,0,1,0,NSW
0,5440.81494140625,11544.009765625,21,12,0,0,0,0,NSW
0,1468.38305664063,10361.6904296875,24,11,0,0,0,1,NSW
0,0,0,32,10,1,0,0,1,NSW
0,1785.18005371094,6831.10595703125,21,10,1,0,1,1,NSW
0,6608.30419921875,3083.5810546875,21,8,1,0,0,1,NSW
0,11696.3701171875,11127.2802734375,25,10,1,0,1,1,NSW
0,23031.98046875,5448.80078125,22,10,0,0,1,1,NSW
0,0,0,22,10,1,0,0,1,NSW
0,0,5712.64306640625,19,9,1,0,0,1,NSW
0,0,0,31,10,1,0,1,1,NSW
0,0,0,23,11,1,0,0,1,NSW
0,875.261474609375,9139.65234375,22,11,1,0,0,1,NSW
0,0,0,33,11,1,0,0,1,NSW
0,0,1184.88195800781,27,10,1,0,0,1,NSW
0,0,10225.8798828125,29,11,1,0,1,1,NSW
0,14701.9501953125,4393.52294921875,38,10,1,0,1,1,NSW
0,2850.61010742188,0,20,6,1,0,0,1,NSW
0,0,0,23,10,1,0,0,1,NSW
0,3256.1650390625,3290.29296875,29,11,1,0,0,1,NSW
0,6955.05419921875,11856.8798828125,26,9,1,0,0,1,NSW
0,0,4715.37109375,25,9,1,0,1,1,NSW
0,13370.580078125,19533.880859375,24,11,1,0,0,1,NSW
0,0,289.789886474609,25,10,1,0,0,1,NSW
0,19995.640625,12896.2197265625,23,11,0,0,0,1,NSW
0,3751.04809570313,1672.77600097656,25,13,1,0,0,0,NSW
0,9164.44921875,8924.39453125,20,9,1,0,0,1,NSW
0,3072.72607421875,284.658386230469,25,11,1,0,0,1,NSW
0,12205.1396484375,16328.9599609375,29,12,0,0,0,0,NSW
0,16946.630859375,7343.9638671875,25,9,1,0,1,1,NSW
0,580.790100097656,0,23,11,1,0,0,1,NSW
0,10857.240234375,12359.3095703125,44,9,1,0,1,1,NSW
0,9352.19921875,8072.18115234375,22,12,1,0,1,0,NSW
0,1159.13098144531,0,20,11,0,0,0,1,NSW
0,7311.56103515625,0,36,11,1,0,0,1,NSW
0,0,0,24,10,1,0,0,1,NSW
0,0,8190.4208984375,28,8,0,0,0,1,NSW
0,83.6896362304688,0,39,11,1,0,0,1,NSW
0,24276.970703125,15762.8798828125,27,12,0,1,0,0,NSW
0,520.4462890625,14527.8798828125,31,10,1,0,0,1,NSW
0,0,4813.0498046875,26,6,1,0,0,1,NSW
0,24105.390625,7263.02490234375,30,11,1,0,1,1,NSW
0,4577.68017578125,6153.830078125,31,8,1,0,0,1,NSW
0,5562.59814453125,3523.57788085938,26,8,1,0,0,1,NSW
0,9107.4306640625,12659.580078125,26,10,1,0,1,1,NSW
0,159.884704589844,0,24,12,1,0,0,0,NSW
0,2455.06689453125,8764.1484375,25,11,1,0,0,1,NSW
0,9160.693359375,0,29,9,1,0,0,1,NSW
0,0,7344.67822265625,30,14,1,0,1,0,NSW
0,0,0,25,10,1,0,1,1,NSW
0,9818.466796875,0,41,12,1,0,0,0,NSW
0,0,0,29,11,1,0,1,1,NSW
0,0,0,25,12,1,0,1,0,NSW
0,0,0,28,13,1,0,0,0,NSW
0,0,4350.9072265625,23,11,1,0,0,1,NSW
0,0,7812.52197265625,54,11,1,0,0,1,NSW
0,0,0,33,5,0,1,0,1,NSW
0,494.643005371094,0,31,12,0,0,0,0,NSW
0,4087.21411132813,5670.81982421875,34,12,1,0,0,0,NSW
0,5630.0498046875,8997.193359375,50,8,1,0,1,1,NSW
0,7505.212890625,308.335205078125,31,11,1,0,0,1,NSW
0,11491.9501953125,4978.5009765625,36,12,0,1,0,0,NSW
0,0,3644.65502929688,20,8,1,0,0,1,NSW
0,24294.75,665.737426757813,24,12,0,0,1,0,NSW
0,8960.68359375,7078.17822265625,23,12,0,1,0,0,NSW
0,5395.119140625,9766.2001953125,26,13,0,0,0,0,NSW
0,3200.912109375,7645.05517578125,28,11,0,0,0,1,NSW
0,0,4844.80322265625,45,9,1,0,0,1,NSW
0,9854.1533203125,0,23,10,1,0,1,1,NSW
0,13371.25,0,28,11,1,0,0,1,NSW
0,4184.73193359375,0,26,11,1,0,1,1,NSW
0,2174.955078125,5344.02099609375,22,10,1,0,0,1,NSW
0,474.501800537109,4812.576171875,27,13,0,0,0,0,NSW
0,2677.77099609375,17395.169921875,27,12,0,1,0,0,NSW
0,0,0,39,6,1,0,0,1,NSW
0,0,0,25,11,1,0,0,1,NSW
0,18291.41015625,0,31,11,1,0,0,1,NSW
0,2003.68005371094,439.688110351563,22,12,1,0,0,0,NSW
0,13732.98046875,10770.9599609375,22,10,1,0,0,1,NSW
0,367.823394775391,4858.89501953125,28,10,1,0,0,1,NSW
0,6382.5869140625,0,31,11,1,0,0,1,NSW
0,11280.7099609375,0,27,10,1,0,1,1,NSW
0,5393.89501953125,4974.5859375,28,11,1,0,1,1,NSW
0,0,0,26,12,1,0,0,0,NSW
0,32984.25,10833.33984375,27,12,1,0,0,0,NSW
0,5035.44384765625,0,27,12,0,0,0,0,NSW
0,142.39729309082,0,36,12,1,0,0,0,NSW
0,4084.25805664063,0,26,8,1,0,1,1,NSW
0,19289.849609375,7600.10400390625,23,9,1,0,1,1,NSW
0,0,0,23,10,1,0,0,1,NSW
0,5613.9091796875,0,31,12,1,0,0,0,NSW
0,1606.66198730469,20780.650390625,36,7,1,0,0,1,NSW
0,6608.13720703125,499.257202148438,39,12,1,0,1,0,NSW
0,8720.9052734375,0,35,11,1,0,1,1,NSW
0,1577.1669921875,1740.19897460938,21,9,0,0,0,1,NSW
0,3063.8779296875,1324.5419921875,36,11,0,1,0,1,NSW
0,0,14792.900390625,27,12,0,0,0,0,NSW
0,1174.99096679688,6672.02099609375,26,11,1,0,0,1,NSW
0,9210.447265625,1239.84399414063,28,9,1,0,1,1,NSW
0,0,0,33,9,0,1,1,1,NSW
0,10033.91015625,0,28,11,1,0,1,1,NSW
0,6974.48388671875,3708.71899414063,22,11,1,0,0,1,NSW
0,4284.42919921875,4116.7021484375,25,11,1,0,0,1,NSW
0,0,0,25,10,1,0,1,1,NSW
0,766.298583984375,0,27,11,1,0,0,1,NSW
0,36941.26953125,30247.5,26,8,0,0,1,1,NSW
0,5551.4560546875,12780.01953125,28,12,1,0,1,0,NSW
0,8140.40185546875,3412.955078125,25,10,0,0,0,1,NSW
0,10598.669921875,7094.919921875,22,10,0,0,0,1,NSW
0,0,3746.70092773438,23,8,1,0,0,1,NSW
0,3104.81494140625,12573.9697265625,20,12,0,0,0,0,NSW
0,3285.67993164063,11195.9296875,19,11,1,0,0,1,NSW
0,671.227111816406,4209.5791015625,17,9,0,1,0,1,NSW
0,5160.2587890625,0,19,11,1,0,0,1,NSW
0,4152.60888671875,4164.76708984375,18,11,1,0,0,1,NSW
0,1239.62805175781,5088.98583984375,17,10,0,1,0,1,NSW
0,3248.93701171875,6027.63916015625,20,11,1,0,0,1,NSW
0,0,1568.15002441406,18,8,1,0,0,1,NSW
0,3677.587890625,557.749877929688,20,10,1,0,0,1,NSW
0,2041.36303710938,796.559020996094,18,11,1,0,0,1,NSW
0,2275.36791992188,4335.1591796875,19,10,0,1,0,1,NSW
0,0,7010.44384765625,17,8,1,0,0,1,NSW
0,1734.55895996094,6354.19384765625,17,10,0,1,0,1,NSW
0,2682.125,0,18,10,1,0,0,1,NSW
0,240.106704711914,2891.66796875,18,10,1,0,0,1,NSW
0,308.219207763672,0,19,11,0,1,1,1,NSW
0,8784.2373046875,1824.376953125,18,11,1,0,0,1,NSW
0,1615.90100097656,8823.05859375,19,11,1,0,0,1,NSW
0,963.9970703125,7047.080078125,19,10,1,0,0,1,NSW
0,0,3811.68310546875,19,9,0,1,0,1,NSW
0,1642.36499023438,0,18,10,1,0,0,1,NSW
0,0,9602.439453125,18,10,1,0,0,1,NSW
0,3796.02905273438,0,17,11,1,0,0,1,NSW
0,6142.68115234375,3825.30810546875,18,6,0,1,0,1,NSW
0,2445.58911132813,9772.283203125,19,11,1,0,0,1,NSW
0,0,10798.5595703125,18,8,0,1,0,1,NSW
0,0,4657.27294921875,18,11,1,0,0,1,NSW
0,0,8551.533203125,17,11,1,0,0,1,NSW
0,0,4309.8779296875,19,10,1,0,0,1,NSW
0,0,5286.39599609375,19,10,1,0,0,1,NSW
0,0,12486.169921875,18,9,1,0,0,1,NSW
0,2285.03002929688,3268.93798828125,18,10,1,0,0,1,NSW
0,2292.1708984375,4994.22705078125,18,11,1,0,0,1,NSW
0,273.552490234375,5514.365234375,18,10,1,0,0,1,NSW
0,2684.90991210938,2978.6689453125,18,9,0,1,0,1,NSW
0,0,10877.349609375,18,9,1,0,0,1,NSW
0,1405.51196289063,0,18,12,1,0,0,0,NSW
0,1646.51000976563,1065.67199707031,18,9,0,1,0,1,NSW
0,393.859802246094,2481.51806640625,19,11,1,0,0,1,NSW
0,2672.20190429688,6330.88818359375,18,7,0,1,1,1,NSW
0,823.25439453125,2649.59912109375,19,11,0,0,0,1,NSW
0,2483.85205078125,11135.5302734375,18,8,0,1,0,1,NSW
0,1178.21899414063,14380.169921875,17,8,1,0,0,1,NSW
0,0,202.284698486328,18,10,1,0,0,1,NSW
0,1726.43896484375,11061.6201171875,17,10,1,0,0,1,NSW
0,664.568969726563,0,17,10,1,0,0,1,NSW
0,690.192016601563,10864.8798828125,20,10,1,0,0,1,NSW
0,1428.14404296875,11602.9404296875,18,10,1,0,0,1,NSW
0,705.196411132813,0,19,11,1,0,0,1,NSW
0,0,2657.705078125,17,10,1,0,0,1,NSW
0,0,4132.5771484375,18,7,1,0,0,1,NSW
0,0,11303.1396484375,18,11,1,0,0,1,NSW
0,2483.85205078125,0,20,9,1,0,0,1,NSW
0,0,0,19,10,0,1,0,1,NSW
0,0,0,18,9,1,0,0,1,NSW
0,0,0,17,10,1,0,0,1,NSW
0,1156.79699707031,6365.03076171875,17,11,1,0,0,1,NSW
0,0,2189.42602539063,17,10,1,0,0,1,NSW
0,490.465606689453,3480.84692382813,18,9,1,0,0,1,NSW
0,0,0,19,11,1,0,0,1,NSW
0,0,10210.990234375,17,8,0,0,0,1,NSW
0,0,11048.080078125,18,10,1,0,0,1,NSW
0,0,0,18,9,1,0,0,1,NSW
0,2595.26708984375,0,17,9,1,0,0,1,NSW
0,0,8993.865234375,17,8,1,0,0,1,NSW
0,2036.7900390625,0,17,8,1,0,0,1,NSW
0,2750.84106445313,15581.4404296875,19,9,0,1,0,1,NSW
0,620.962707519531,18085.73046875,17,9,1,0,0,1,NSW
0,1428.14404296875,4687.93701171875,19,10,1,0,0,1,NSW
0,0,5071.80078125,19,6,0,1,0,1,NSW
0,1633.20202636719,1310.72705078125,20,11,1,0,0,1,NSW
0,0,3194.01000976563,19,10,0,0,0,1,NSW
0,0,0,17,11,0,0,0,1,NSW
0,559.596008300781,7300.498046875,18,9,0,0,0,1,NSW
0,7666.875,7659.2177734375,20,11,1,0,0,1,NSW
0,2856.287109375,18347.259765625,20,10,1,0,0,1,NSW
0,0,5193.0888671875,20,9,1,0,0,1,NSW
0,2642.06689453125,2652.625,19,9,1,0,0,1,NSW
0,2456.99389648438,13674.75,18,10,1,0,0,1,NSW
0,4503.06396484375,0,19,11,1,0,0,1,NSW
0,0,0,17,9,1,0,0,1,NSW
0,1413.86303710938,3475.52001953125,18,9,1,0,0,1,NSW
0,165.207702636719,4251.126953125,17,11,1,0,0,1,NSW
0,0,275.566101074219,17,10,1,0,0,1,NSW
0,604.153869628906,0,19,10,1,0,0,1,NSW
0,1168.90197753906,11306.26953125,17,10,0,1,0,1,NSW
0,9691.033203125,8562.6025390625,20,9,1,0,0,1,NSW
0,0,3590.70190429688,17,9,1,0,0,1,NSW
0,0,0,19,11,1,0,0,1,NSW
0,2465.61303710938,4211.662109375,17,10,0,0,0,1,NSW
0,0,12797.669921875,19,10,1,0,1,1,NSW
0,0,2035.91394042969,20,9,1,0,0,1,NSW
0,1170.32702636719,604.228698730469,18,11,1,0,0,1,NSW
0,1922.625,4768.35400390625,18,10,0,1,1,1,NSW
0,0,2389.67895507813,18,9,1,0,0,1,NSW
0,0,0,18,11,1,0,0,1,NSW
0,2749.97705078125,6867.7412109375,20,10,1,0,0,1,NSW
0,0,8469.275390625,17,10,0,1,0,1,NSW
0,0,0,19,11,1,0,0,1,NSW
0,1537.92895507813,4188.73583984375,19,9,1,0,0,1,NSW
0,0,1143.38696289063,17,10,1,0,0,1,NSW
0,8012.0849609375,18155.830078125,20,11,1,0,0,1,NSW
0,768.810180664063,3020.94799804688,17,8,1,0,0,1,NSW
0,1345.90905761719,1725.59204101563,18,8,0,0,0,1,NSW
0,825.230102539063,0,20,10,1,0,0,1,NSW
0,0,5114.81396484375,17,9,0,1,0,1,NSW
0,1206.44104003906,0,17,9,1,0,0,1,NSW
0,0,0,19,11,1,0,0,1,NSW
0,0,781.224304199219,18,10,1,0,0,1,NSW
0,0,0,47,12,0,0,0,0,PSID
0,0,0,50,12,1,0,1,0,PSID
0,0,0,44,12,0,0,0,0,PSID
0,0,0,28,12,1,0,1,0,PSID
0,0,0,54,12,0,0,1,0,PSID
0,0,0,55,12,0,1,1,0,PSID
0,0,0,47,12,0,0,1,0,PSID
0,0,0,25,12,1,0,0,0,PSID
0,0,0,44,12,0,0,1,0,PSID
0,0,0,50,12,1,0,1,0,PSID
0,0,4728.72509765625,23,12,1,0,0,0,PSID
0,0,0,49,14,0,0,1,0,PSID
0,0,0,55,14,0,0,1,0,PSID
0,0,0,34,14,1,0,1,0,PSID
0,0,11821.8134765625,34,16,0,0,1,0,PSID
0,0,0,55,13,0,1,1,0,PSID
0,0,0,52,12,0,0,1,0,PSID
0,0,0,52,15,0,0,1,0,PSID
0,0,0,30,16,0,0,1,0,PSID
0,0,0,21,12,0,0,0,0,PSID
0,0,0,30,17,0,0,0,0,PSID
0,0,0,44,12,0,0,1,0,PSID
0,0,0,46,12,0,0,0,0,PSID
0,0,0,53,17,0,0,1,0,PSID
0,0,9014.1318359375,26,16,0,0,0,0,PSID
0,0,13299.5390625,49,12,0,0,1,0,PSID
0,0,1921.04455566406,39,15,0,0,1,0,PSID
0,0,11821.8134765625,26,17,0,0,1,0,PSID
0,0,0,32,16,0,0,1,0,PSID
0,0,0,34,12,0,0,1,0,PSID
0,0,0,31,14,0,0,1,0,PSID
0,0,8866.359375,39,17,0,1,1,0,PSID
0,0,0,40,17,0,0,1,0,PSID
0,0,0,31,12,0,0,1,0,PSID
0,0,28076.8046875,27,13,0,0,1,0,PSID
0,0,0,48,12,0,0,1,0,PSID
0,0,0,41,13,0,0,1,0,PSID
0,0,0,26,14,0,0,0,0,PSID
0,0,0,50,17,0,0,0,0,PSID
0,0,12930.1083984375,48,12,0,0,1,0,PSID
0,0,0,45,16,0,0,1,0,PSID
0,0,0,37,13,0,0,1,0,PSID
0,0,0,33,12,0,0,1,0,PSID
0,0,0,31,12,0,0,1,0,PSID
0,0,17732.71875,36,12,1,0,1,0,PSID
0,0,0,44,13,0,0,1,0,PSID
0,0,0,28,17,0,0,1,0,PSID
0,0,0,30,17,0,0,1,0,PSID
0,0,0,42,16,0,0,1,0,PSID
0,0,0,30,12,0,0,1,0,PSID
0,0,0,27,16,0,0,1,0,PSID
0,0,0,37,12,0,0,1,0,PSID
0,0,0,37,12,0,0,1,0,PSID
0,0,22165.8984375,45,12,0,0,1,0,PSID
0,0,0,35,16,0,0,1,0,PSID
0,0,66497.6953125,37,17,0,0,1,0,PSID
0,0,0,27,17,0,0,1,0,PSID
0,0,0,47,14,0,0,1,0,PSID
0,0,0,48,12,0,0,1,0,PSID
0,0,0,42,12,0,0,1,0,PSID
0,0,0,43,12,0,0,1,0,PSID
0,0,0,46,12,0,0,1,0,PSID
0,0,0,46,12,0,0,1,0,PSID
0,0,0,46,12,0,0,1,0,PSID
0,0,8396.4423828125,29,16,0,0,1,0,PSID
0,0,0,39,13,0,0,1,0,PSID
0,0,0,32,12,0,0,1,0,PSID
0,0,0,48,16,0,0,1,0,PSID
0,0,0,48,16,0,0,1,0,PSID
0,0,0,41,13,0,0,1,0,PSID
0,0,0,42,13,0,0,1,0,PSID
0,0,0,42,13,0,0,1,0,PSID
0,0,0,42,13,0,0,1,0,PSID
0,0,0,54,13,0,0,1,0,PSID
0,0,0,29,14,0,0,1,0,PSID
0,0,0,54,12,0,0,1,0,PSID
0,0,0,54,12,0,0,1,0,PSID
0,0,0,26,14,0,0,1,0,PSID
0,0,36943.1640625,43,17,0,0,1,0,PSID
0,0,0,54,12,0,0,1,0,PSID
0,0,0,37,12,0,0,1,0,PSID
0,0,0,54,16,0,0,1,0,PSID
0,0,0,48,17,0,0,1,0,PSID
0,0,0,44,12,0,0,1,0,PSID
0,0,0,54,12,0,0,1,0,PSID
0,0,0,38,12,0,0,1,0,PSID
0,0,0,37,13,0,0,1,0,PSID
0,0,0,27,17,0,0,1,0,PSID
0,0,0,51,12,0,0,1,0,PSID
0,0,0,39,12,0,0,1,0,PSID
0,0,0,55,14,0,0,1,0,PSID
0,0,0,54,13,0,0,1,0,PSID
0,0,0,54,13,0,0,1,0,PSID
0,0,0,34,12,0,0,1,0,PSID
0,0,0,50,14,0,0,1,0,PSID
0,0,0,50,12,0,0,1,0,PSID
0,71.6128997802734,3657.37329101563,21,14,0,1,0,0,PSID
0,71.6128997802734,0,26,12,0,0,1,0,PSID
0,692.854858398438,2659.90771484375,21,13,0,0,0,0,PSID
0,1521.77416992188,0,23,16,0,0,1,0,PSID
0,3222.58056640625,14777.265625,21,15,0,0,0,0,PSID
0,3401.61279296875,5319.81591796875,23,14,0,0,0,0,PSID
0,4833.87109375,0,27,16,0,0,1,0,PSID
0,5729.0322265625,26599.078125,25,12,0,0,1,0,PSID
0,6087.0966796875,7388.6328125,27,17,0,0,0,0,PSID
0,6266.12890625,10344.0859375,55,12,0,0,1,0,PSID
0,7161.29052734375,0,20,12,0,0,1,0,PSID
0,8056.45166015625,19210.4453125,18,12,0,0,1,0,PSID
0,8235.484375,20688.171875,27,12,0,0,1,0,PSID
0,8951.61328125,36943.1640625,28,16,0,0,1,0,PSID
0,8951.61328125,11821.8134765625,36,12,1,0,1,0,PSID
0,10741.9345703125,20688.171875,33,13,1,0,1,0,PSID
0,10741.9345703125,0,36,12,0,0,1,0,PSID
0,16112.9033203125,29554.53125,27,13,0,0,1,0,PSID
0,16112.9033203125,17732.71875,45,17,0,0,1,0,PSID
0,16112.9033203125,17732.71875,45,17,0,0,1,0,PSID
0,16112.9033203125,17732.71875,45,17,0,0,1,0,PSID
0,17903.2265625,0,31,12,0,0,1,0,PSID
0,17903.2265625,63542.2421875,34,12,0,0,1,0,PSID
0,17903.2265625,63542.2421875,34,12,0,0,1,0,PSID
0,17903.2265625,22165.8984375,47,14,0,0,1,0,PSID
0,19693.548828125,17732.71875,35,16,0,0,1,0,PSID
0,21161.61328125,29554.53125,43,17,0,0,1,0,PSID
0,21483.87109375,1220.60217285156,25,12,1,0,1,0,PSID
0,21483.87109375,22313.671875,29,15,0,0,0,0,PSID
0,21483.87109375,20688.171875,31,12,0,0,1,0,PSID
0,21483.87109375,22165.8984375,52,12,0,0,1,0,PSID
0,22558.064453125,32509.984375,22,16,0,0,0,0,PSID
0,24169.35546875,28076.8046875,53,15,0,0,1,0,PSID
0,25959.677734375,36898.83203125,29,17,0,0,1,0,PSID
0,25959.677734375,39898.6171875,31,13,0,0,1,0,PSID
0,26138.7109375,29554.53125,35,12,0,0,1,0,PSID
0,26854.83984375,23643.625,29,16,0,0,1,0,PSID
0,28645.16015625,31032.2578125,39,12,0,0,1,0,PSID
0,32225.806640625,0,37,14,0,0,1,0,PSID
0,32225.806640625,22165.8984375,30,14,0,0,1,0,PSID
0,42251.61328125,41376.34375,43,17,0,0,1,0,PSID
0,46548.38671875,39898.6171875,32,17,0,0,1,0,PSID
0,71612.90625,81274.9609375,44,12,0,0,1,0,PSID
0,6910.64501953125,18609.01171875,32,16,0,0,1,0,PSID
0,1879.83874511719,5910.90625,43,12,1,0,1,0,PSID
0,0,10344.0859375,24,12,1,0,0,0,PSID
0,0,2305.25341796875,22,13,0,0,0,0,PSID
0,537.096740722656,0,35,15,0,0,1,0,PSID
0,1879.83874511719,3250.99853515625,26,15,0,0,0,0,PSID
0,8951.61328125,0,29,17,0,0,1,0,PSID
0,3222.58056640625,5910.90625,23,12,1,0,0,0,PSID
0,8593.548828125,26599.078125,19,12,0,0,1,0,PSID
0,1466.27416992188,1152.62670898438,48,16,0,0,1,0,PSID
0,1466.27416992188,1152.62670898438,48,16,0,0,1,0,PSID
0,0,0,22,12,1,0,1,0,PSID
0,12532.2578125,2955.453125,20,12,1,0,0,0,PSID
0,0,24825.806640625,24,17,0,0,1,0,PSID
0,1253.22583007813,4363.7265625,27,16,0,0,1,0,PSID
0,2685.48388671875,11082.94921875,21,14,0,0,0,0,PSID
0,3938.70971679688,4728.72509765625,53,13,0,0,1,0,PSID
0,3938.70971679688,4728.72509765625,53,13,0,0,1,0,PSID
0,0,2955.453125,53,16,0,0,1,0,PSID
0,5370.9677734375,22165.8984375,22,15,0,0,1,0,PSID
0,9667.7421875,4137.63427734375,21,15,0,0,0,0,PSID
0,1790.32263183594,1477.7265625,30,12,0,0,1,0,PSID
0,5460.48388671875,1152.62670898438,21,12,1,0,0,0,PSID
0,17545.16015625,21427.03515625,27,16,0,0,1,0,PSID
0,2864.51611328125,5024.2705078125,22,15,0,0,0,0,PSID
0,2470.64526367188,0,22,12,1,0,1,0,PSID
0,5370.9677734375,11378.4951171875,23,13,0,0,1,0,PSID
0,0,2770.7373046875,33,12,0,0,1,0,PSID
0,3127.69360351563,14777.265625,24,13,0,0,0,0,PSID
0,4475.806640625,17732.71875,20,12,1,0,0,0,PSID
0,23274.193359375,25860.21484375,22,16,0,0,0,0,PSID
0,10741.9345703125,0,19,12,0,0,1,0,PSID
0,17187.09765625,25860.21484375,22,15,0,0,1,0,PSID
0,0,6992.60205078125,43,14,0,0,1,0,PSID
0,7161.29052734375,11821.8134765625,39,12,0,0,1,0,PSID
0,2864.51611328125,0,28,12,1,0,0,0,PSID
0,3222.58056640625,0,19,14,0,0,0,0,PSID
0,12532.2578125,23643.625,26,17,0,0,1,0,PSID
0,11100,20688.171875,18,12,0,0,1,0,PSID
0,2506.45166015625,9974.654296875,23,15,0,0,1,0,PSID
0,4654.8388671875,11821.8134765625,24,12,1,0,0,0,PSID
0,0,5910.90625,27,12,0,0,1,0,PSID
0,15217.7421875,24382.48828125,29,17,0,0,1,0,PSID
0,17133.38671875,11821.8134765625,22,12,1,0,0,0,PSID
0,254.225814819336,1090.56225585938,27,12,0,0,1,0,PSID
0,4654.8388671875,19210.4453125,27,15,0,0,1,0,PSID
0,8951.61328125,13299.5390625,20,12,1,0,0,0,PSID
0,1994.41943359375,17732.71875,27,12,1,0,1,0,PSID
0,2864.51611328125,8866.359375,23,12,1,0,1,0,PSID
0,11637.0966796875,9752.9951171875,23,12,1,0,1,0,PSID
0,15396.7744140625,39898.6171875,22,12,0,0,1,0,PSID
0,18440.322265625,24973.578125,31,12,1,0,1,0,PSID
0,11637.0966796875,9457.4501953125,26,17,0,0,0,0,PSID
0,0,4433.1796875,20,12,0,0,1,0,PSID
0,4296.7744140625,22476.220703125,30,17,0,0,1,0,PSID
0,17903.2265625,16254.9921875,42,16,0,0,0,0,PSID
0,9309.677734375,23052.53515625,21,14,0,0,1,0,PSID
0,2954.0322265625,0,25,16,0,0,1,0,PSID
0,0,0,27,15,0,0,1,0,PSID
0,19693.548828125,26599.078125,26,17,0,0,1,0,PSID
0,17187.09765625,23643.625,29,16,0,0,1,0,PSID
0,716.129028320313,0,20,12,0,0,0,0,PSID
0,0,0,52,12,0,0,1,0,PSID
0,2148.38720703125,33987.7109375,23,17,0,0,0,0,PSID
0,7161.29052734375,17141.62890625,21,14,0,0,1,0,PSID
0,8951.61328125,17732.71875,24,16,0,0,0,0,PSID
0,12084.6767578125,5172.04296875,30,17,0,0,1,0,PSID
0,17414.46875,5030.18115234375,25,17,0,0,0,0,PSID
0,6803.2255859375,7388.6328125,21,12,0,0,1,0,PSID
0,10741.9345703125,9014.1318359375,28,12,0,0,1,0,PSID
0,6266.12890625,15244.2265625,20,12,0,0,1,0,PSID
0,4833.87109375,5319.81591796875,36,16,0,0,0,0,PSID
0,8056.45166015625,12117.3583984375,19,12,1,0,0,0,PSID
0,3043.54833984375,10048.541015625,21,12,1,0,1,0,PSID
0,9513.7744140625,5319.81591796875,47,12,0,0,1,0,PSID
0,4833.87109375,33987.7109375,24,16,0,0,1,0,PSID
0,8951.61328125,17732.71875,24,12,1,0,1,0,PSID
0,10562.9033203125,30101.2890625,25,17,0,0,1,0,PSID
0,10562.9033203125,16993.85546875,21,16,0,0,1,0,PSID
0,11064.1943359375,15959.447265625,31,12,1,0,1,0,PSID
0,13427.4189453125,31032.2578125,26,14,0,0,1,0,PSID
0,10367.7578125,5763.1337890625,22,12,1,0,0,0,PSID
0,12532.2578125,14777.265625,20,13,1,0,0,0,PSID
0,10025.8056640625,27337.94140625,20,13,0,1,1,0,PSID
0,0,26007.98828125,27,14,0,0,1,0,PSID
0,11637.0966796875,10344.0859375,26,12,0,0,0,0,PSID
0,5370.9677734375,0,23,17,0,0,1,0,PSID
0,12532.2578125,14186.1748046875,23,12,1,0,0,0,PSID
0,4475.806640625,0,22,12,1,0,0,0,PSID
0,11458.0654296875,11208.5556640625,21,12,1,0,0,0,PSID
0,12532.2578125,25121.3515625,21,12,0,0,1,0,PSID
0,7877.41943359375,13742.857421875,28,14,0,0,1,0,PSID
0,0,8275.2685546875,27,12,1,0,1,0,PSID
0,1790.32263183594,0,25,14,0,0,0,0,PSID
0,3222.58056640625,3250.99853515625,30,12,0,0,1,0,PSID
0,4096.25830078125,24514.005859375,27,13,1,0,1,0,PSID
0,6266.12890625,17363.287109375,22,13,0,0,0,0,PSID
0,14143.5478515625,22165.8984375,23,16,0,0,1,0,PSID
0,14322.5810546875,26599.078125,24,12,1,0,1,0,PSID
0,15217.7421875,17732.71875,19,13,0,0,0,0,PSID
0,11407.9345703125,17141.62890625,21,14,0,0,1,0,PSID
